,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15,position_bot,position_jng,position_mid,position_sup,position_top
46480,1,-198.0,-491.0,-60.0,-208.0,0,0,0,0,1
46481,1,-190.0,57.0,129.0,-175.0,0,1,0,0,0
46482,1,515.0,17.0,2745.0,1413.0,0,0,1,0,0
46483,1,865.0,197.0,1403.0,833.0,1,0,0,0,0
46484,1,85.0,200.0,809.0,449.0,0,0,0,1,0
46490,0,-934.0,-175.0,-610.0,619.0,0,0,0,0,1
46491,0,-177.0,218.0,367.0,1098.0,0,1,0,0,0
46492,0,584.0,-292.0,679.0,-311.0,0,0,1,0,0
46493,0,-1082.0,-219.0,-3137.0,-745.0,1,0,0,0,0
46494,0,-537.0,-758.0,-431.0,-650.0,0,0,0,1,0
46500,1,477.0,171.0,874.0,689.0,0,0,0,0,1
46501,1,416.0,638.0,1200.0,1269.0,0,1,0,0,0
46502,1,266.0,146.0,1051.0,1103.0,0,0,1,0,0
46503,1,159.0,-86.0,-259.0,-573.0,1,0,0,0,0
46504,1,15.0,-230.0,113.0,-412.0,0,0,0,1,0
46510,1,-25.0,-93.0,-156.0,-21.0,0,0,0,0,1
46511,1,521.0,432.0,888.0,54.0,0,1,0,0,0
46512,1,-182.0,-122.0,341.0,837.0,0,0,1,0,0
46513,1,-112.0,241.0,288.0,829.0,1,0,0,0,0
46514,1,0.0,183.0,-12.0,16.0,0,0,0,1,0
46520,0,42.0,211.0,840.0,323.0,0,0,0,0,1
46521,0,676.0,631.0,1281.0,2040.0,0,1,0,0,0
46522,0,-145.0,-252.0,968.0,358.0,0,0,1,0,0
46523,0,422.0,115.0,1366.0,1315.0,1,0,0,0,0
46524,0,243.0,282.0,637.0,79.0,0,0,0,1,0
46530,0,-456.0,-485.0,-1488.0,-1875.0,0,0,0,0,1
46531,0,331.0,159.0,263.0,-467.0,0,1,0,0,0
46532,0,-13.0,-430.0,157.0,-362.0,0,0,1,0,0
46533,0,-131.0,561.0,314.0,860.0,1,0,0,0,0
46534,0,-170.0,14.0,-182.0,324.0,0,0,0,1,0
46540,1,-580.0,-415.0,-1197.0,-17.0,0,0,0,0,1
46541,1,-427.0,-35.0,-1255.0,-789.0,0,1,0,0,0
46542,1,-625.0,-677.0,-846.0,-406.0,0,0,1,0,0
46543,1,1662.0,880.0,1843.0,1704.0,1,0,0,0,0
46544,1,312.0,469.0,539.0,893.0,0,0,0,1,0
46550,0,994.0,1067.0,-546.0,67.0,0,0,0,0,1
46551,0,203.0,-954.0,-680.0,-1663.0,0,1,0,0,0
46552,0,50.0,-757.0,610.0,-1278.0,0,0,1,0,0
46553,0,-147.0,192.0,-339.0,-364.0,1,0,0,0,0
46554,0,-52.0,-218.0,-483.0,119.0,0,0,0,1,0
46560,1,-405.0,-179.0,-895.0,400.0,0,0,0,0,1
46561,1,169.0,432.0,322.0,537.0,0,1,0,0,0
46562,1,505.0,11.0,563.0,-377.0,0,0,1,0,0
46563,1,68.0,-487.0,196.0,-457.0,1,0,0,0,0
46564,1,442.0,-218.0,462.0,-171.0,0,0,0,1,0
46570,0,-163.0,-136.0,-142.0,-167.0,0,0,0,0,1
46571,0,-739.0,-1078.0,-1113.0,-1429.0,0,1,0,0,0
46572,0,-896.0,-920.0,-1759.0,-772.0,0,0,1,0,0
46573,0,-278.0,-566.0,-1093.0,-1380.0,1,0,0,0,0
46574,0,20.0,160.0,-119.0,-291.0,0,0,0,1,0
46580,0,219.0,321.0,390.0,-640.0,0,0,0,0,1
46581,0,-390.0,-461.0,-666.0,-1525.0,0,1,0,0,0
46582,0,-223.0,-443.0,-858.0,-773.0,0,0,1,0,0
46583,0,-227.0,-323.0,-1548.0,-1302.0,1,0,0,0,0
46584,0,-125.0,-353.0,-796.0,-1528.0,0,0,0,1,0
46590,1,1141.0,596.0,2186.0,1219.0,0,0,0,0,1
46591,1,951.0,559.0,2174.0,2584.0,0,1,0,0,0
46592,1,1028.0,3.0,1750.0,217.0,0,0,1,0,0
46593,1,363.0,576.0,-399.0,923.0,1,0,0,0,0
46594,1,-109.0,-24.0,-13.0,-854.0,0,0,0,1,0
46600,0,-376.0,-82.0,-695.0,55.0,0,0,0,0,1
46601,0,-322.0,-54.0,-696.0,742.0,0,1,0,0,0
46602,0,-998.0,-682.0,-1808.0,-1616.0,0,0,1,0,0
46603,0,-239.0,-464.0,-422.0,-721.0,1,0,0,0,0
46604,0,-78.0,94.0,-353.0,-434.0,0,0,0,1,0
46610,1,-365.0,-331.0,-399.0,-441.0,0,0,0,0,1
46611,1,-293.0,-575.0,-418.0,-395.0,0,1,0,0,0
46612,1,-89.0,-102.0,-323.0,-404.0,0,0,1,0,0
46613,1,125.0,197.0,477.0,733.0,1,0,0,0,0
46614,1,-6.0,779.0,159.0,971.0,0,0,0,1,0
46620,1,606.0,-652.0,488.0,-807.0,0,0,0,0,1
46621,1,-107.0,351.0,339.0,485.0,0,1,0,0,0
46622,1,-108.0,86.0,-432.0,-393.0,0,0,1,0,0
46623,1,-53.0,-318.0,729.0,128.0,1,0,0,0,0
46624,1,-85.0,343.0,891.0,976.0,0,0,0,1,0
46630,0,-115.0,202.0,361.0,-121.0,0,0,0,0,1
46631,0,385.0,633.0,140.0,580.0,0,1,0,0,0
46632,0,-451.0,-531.0,-1047.0,-1832.0,0,0,1,0,0
46633,0,147.0,-8.0,821.0,267.0,1,0,0,0,0
46634,0,343.0,154.0,451.0,706.0,0,0,0,1,0
46640,0,-570.0,-425.0,-1866.0,-1238.0,0,0,0,0,1
46641,0,-501.0,-157.0,-1090.0,-151.0,0,1,0,0,0
46642,0,-1164.0,-685.0,-1950.0,-643.0,0,0,1,0,0
46643,0,175.0,450.0,-429.0,-711.0,1,0,0,0,0
46644,0,12.0,124.0,-622.0,29.0,0,0,0,1,0
46650,0,-385.0,-380.0,-124.0,-567.0,0,0,0,0,1
46651,0,-39.0,-602.0,-21.0,-357.0,0,1,0,0,0
46652,0,61.0,-191.0,-29.0,-483.0,0,0,1,0,0
46653,0,494.0,121.0,232.0,28.0,1,0,0,0,0
46654,0,152.0,390.0,484.0,-32.0,0,0,0,1,0
46660,0,-351.0,-310.0,-768.0,326.0,0,0,0,0,1
46661,0,-977.0,-1029.0,-633.0,-246.0,0,1,0,0,0
46662,0,294.0,638.0,-305.0,87.0,0,0,1,0,0
46663,0,-101.0,306.0,-244.0,92.0,1,0,0,0,0
46664,0,-105.0,-129.0,-203.0,-339.0,0,0,0,1,0
46670,0,136.0,281.0,573.0,-42.0,0,0,0,0,1
46671,0,-990.0,-1043.0,-656.0,-758.0,0,1,0,0,0
46672,0,66.0,-24.0,-110.0,-705.0,0,0,1,0,0
46673,0,-1307.0,-429.0,-1640.0,-104.0,1,0,0,0,0
46674,0,-720.0,-331.0,-995.0,-640.0,0,0,0,1,0
46680,1,1216.0,637.0,2072.0,1301.0,0,0,0,0,1
46681,1,119.0,-104.0,619.0,703.0,0,1,0,0,0
46682,1,-114.0,19.0,1019.0,382.0,0,0,1,0,0
46683,1,193.0,410.0,833.0,472.0,1,0,0,0,0
46684,1,-183.0,-139.0,-611.0,-887.0,0,0,0,1,0
46690,1,5.0,-151.0,-91.0,120.0,0,0,0,0,1
46691,1,40.0,189.0,-170.0,78.0,0,1,0,0,0
46692,1,664.0,512.0,658.0,634.0,0,0,1,0,0
46693,1,522.0,743.0,275.0,951.0,1,0,0,0,0
46694,1,-85.0,85.0,-789.0,-419.0,0,0,0,1,0
46700,0,-848.0,-697.0,-1238.0,-56.0,0,0,0,0,1
46701,0,-410.0,109.0,-316.0,18.0,0,1,0,0,0
46702,0,-617.0,-1114.0,-1186.0,-1555.0,0,0,1,0,0
46703,0,206.0,398.0,327.0,-316.0,1,0,0,0,0
46704,0,-118.0,-607.0,506.0,-353.0,0,0,0,1,0
46710,1,-482.0,221.0,-973.0,242.0,0,0,0,0,1
46711,1,1331.0,925.0,1324.0,1056.0,0,1,0,0,0
46712,1,495.0,750.0,1421.0,1247.0,0,0,1,0,0
46713,1,761.0,447.0,1574.0,397.0,1,0,0,0,0
46714,1,242.0,-484.0,929.0,509.0,0,0,0,1,0
46720,0,58.0,66.0,990.0,772.0,0,0,0,0,1
46721,0,-691.0,-1172.0,-428.0,136.0,0,1,0,0,0
46722,0,123.0,60.0,-270.0,-511.0,0,0,1,0,0
46723,0,-57.0,-292.0,-718.0,-459.0,1,0,0,0,0
46724,0,-85.0,332.0,-242.0,22.0,0,0,0,1,0
46730,0,606.0,146.0,658.0,-26.0,0,0,0,0,1
46731,0,-84.0,-274.0,-475.0,-855.0,0,1,0,0,0
46732,0,499.0,-69.0,-2.0,-617.0,0,0,1,0,0
46733,0,349.0,70.0,269.0,-236.0,1,0,0,0,0
46734,0,-76.0,449.0,-271.0,890.0,0,0,0,1,0
46740,0,50.0,266.0,-961.0,120.0,0,0,0,0,1
46741,0,85.0,639.0,-55.0,330.0,0,1,0,0,0
46742,0,-768.0,7.0,-807.0,253.0,0,0,1,0,0
46743,0,-692.0,-1074.0,-1211.0,-1344.0,1,0,0,0,0
46744,0,-283.0,49.0,-479.0,-239.0,0,0,0,1,0
46750,0,449.0,0.0,647.0,197.0,0,0,0,0,1
46751,0,-362.0,-621.0,-2007.0,-2368.0,0,1,0,0,0
46752,0,-81.0,-15.0,-1091.0,200.0,0,0,1,0,0
46753,0,-15.0,-43.0,-722.0,-1170.0,1,0,0,0,0
46754,0,-63.0,101.0,-331.0,-314.0,0,0,0,1,0
46760,1,295.0,-177.0,752.0,-311.0,0,0,0,0,1
46761,1,180.0,-143.0,160.0,-336.0,0,1,0,0,0
46762,1,-239.0,-139.0,45.0,-707.0,0,0,1,0,0
46763,1,479.0,146.0,-9.0,-206.0,1,0,0,0,0
46764,1,-49.0,-646.0,-294.0,-585.0,0,0,0,1,0
46770,1,513.0,316.0,1258.0,201.0,0,0,0,0,1
46771,1,45.0,-109.0,6.0,171.0,0,1,0,0,0
46772,1,189.0,-547.0,276.0,40.0,0,0,1,0,0
46773,1,172.0,239.0,-11.0,-484.0,1,0,0,0,0
46774,1,-18.0,241.0,148.0,561.0,0,0,0,1,0
46780,0,118.0,464.0,723.0,578.0,0,0,0,0,1
46781,0,-22.0,200.0,-253.0,418.0,0,1,0,0,0
46782,0,-614.0,-351.0,-961.0,-788.0,0,0,1,0,0
46783,0,666.0,585.0,410.0,551.0,1,0,0,0,0
46784,0,-36.0,-182.0,-191.0,-680.0,0,0,0,1,0
46790,1,564.0,360.0,392.0,-259.0,0,0,0,0,1
46791,1,811.0,551.0,1657.0,562.0,0,1,0,0,0
46792,1,201.0,264.0,935.0,164.0,0,0,1,0,0
46793,1,-171.0,760.0,717.0,2002.0,1,0,0,0,0
46794,1,56.0,-246.0,472.0,246.0,0,0,0,1,0
46800,0,205.0,702.0,196.0,1144.0,0,0,0,0,1
46801,0,35.0,823.0,231.0,188.0,0,1,0,0,0
46802,0,-340.0,301.0,-1228.0,-445.0,0,0,1,0,0
46803,0,-525.0,-37.0,-1830.0,-109.0,1,0,0,0,0
46804,0,-526.0,-698.0,-877.0,-1192.0,0,0,0,1,0
46810,0,16.0,56.0,-126.0,48.0,0,0,0,0,1
46811,0,-219.0,-148.0,-835.0,-486.0,0,1,0,0,0
46812,0,3.0,-310.0,996.0,1129.0,0,0,1,0,0
46813,0,86.0,96.0,-394.0,-222.0,1,0,0,0,0
46814,0,-8.0,170.0,-551.0,-341.0,0,0,0,1,0
46820,1,855.0,612.0,1741.0,1379.0,0,0,0,0,1
46821,1,-33.0,-4.0,1872.0,669.0,0,1,0,0,0
46822,1,-845.0,-436.0,-927.0,-1076.0,0,0,1,0,0
46823,1,-61.0,-296.0,49.0,-268.0,1,0,0,0,0
46824,1,-259.0,109.0,-260.0,804.0,0,0,0,1,0
46830,1,-295.0,-422.0,-660.0,-1001.0,0,0,0,0,1
46831,1,-230.0,235.0,416.0,193.0,0,1,0,0,0
46832,1,0.0,-152.0,37.0,-15.0,0,0,1,0,0
46833,1,-585.0,-289.0,-436.0,-49.0,1,0,0,0,0
46834,1,-20.0,224.0,206.0,314.0,0,0,0,1,0
46840,0,-388.0,-269.0,-750.0,661.0,0,0,0,0,1
46841,0,-33.0,-442.0,-179.0,-414.0,0,1,0,0,0
46842,0,-128.0,-155.0,300.0,-273.0,0,0,1,0,0
46843,0,900.0,252.0,113.0,-373.0,1,0,0,0,0
46844,0,195.0,695.0,-188.0,1204.0,0,0,0,1,0
46850,1,-534.0,-426.0,-601.0,-695.0,0,0,0,0,1
46851,1,82.0,-61.0,258.0,-409.0,0,1,0,0,0
46852,1,-508.0,-438.0,-422.0,4.0,0,0,1,0,0
46853,1,365.0,-183.0,1152.0,-465.0,1,0,0,0,0
46854,1,78.0,366.0,40.0,7.0,0,0,0,1,0
46860,1,810.0,335.0,651.0,235.0,0,0,0,0,1
46861,1,136.0,373.0,1826.0,2531.0,0,1,0,0,0
46862,1,325.0,1087.0,973.0,2114.0,0,0,1,0,0
46863,1,-46.0,-925.0,1517.0,-438.0,1,0,0,0,0
46864,1,440.0,550.0,493.0,971.0,0,0,0,1,0
46870,0,321.0,881.0,-310.0,-32.0,0,0,0,0,1
46871,0,-576.0,-932.0,-421.0,-689.0,0,1,0,0,0
46872,0,140.0,-1771.0,-452.0,-3288.0,0,0,1,0,0
46873,0,-811.0,1701.0,-2394.0,1454.0,1,0,0,0,0
46874,0,-27.0,-94.0,695.0,594.0,0,0,0,1,0
46880,1,1204.0,490.0,2503.0,854.0,0,0,0,0,1
46881,1,1286.0,1482.0,2688.0,2808.0,0,1,0,0,0
46882,1,376.0,480.0,1198.0,68.0,0,0,1,0,0
46883,1,2657.0,861.0,3919.0,1073.0,1,0,0,0,0
46884,1,749.0,407.0,1605.0,323.0,0,0,0,1,0
46890,1,542.0,220.0,1441.0,752.0,0,0,0,0,1
46891,1,192.0,112.0,479.0,294.0,0,1,0,0,0
46892,1,468.0,284.0,1988.0,914.0,0,0,1,0,0
46893,1,82.0,-52.0,1243.0,411.0,1,0,0,0,0
46894,1,210.0,42.0,661.0,546.0,0,0,0,1,0
46900,1,573.0,40.0,444.0,-131.0,0,0,0,0,1
46901,1,468.0,754.0,465.0,1078.0,0,1,0,0,0
46902,1,-210.0,-817.0,-418.0,-954.0,0,0,1,0,0
46903,1,252.0,246.0,142.0,330.0,1,0,0,0,0
46904,1,-129.0,381.0,-9.0,1242.0,0,0,0,1,0
46910,0,-420.0,101.0,-2054.0,-567.0,0,0,0,0,1
46911,0,-492.0,-673.0,-1138.0,-883.0,0,1,0,0,0
46912,0,-336.0,-622.0,120.0,-689.0,0,0,1,0,0
46913,0,-505.0,-122.0,-1058.0,452.0,1,0,0,0,0
46914,0,534.0,-526.0,844.0,-517.0,0,0,0,1,0
46920,1,-564.0,-1208.0,-1016.0,-1770.0,0,0,0,0,1
46921,1,796.0,-340.0,1804.0,1267.0,0,1,0,0,0
46922,1,330.0,148.0,670.0,660.0,0,0,1,0,0
46923,1,554.0,383.0,922.0,806.0,1,0,0,0,0
46924,1,140.0,163.0,218.0,573.0,0,0,0,1,0
46930,1,-750.0,-433.0,-1262.0,-1245.0,0,0,0,0,1
46931,1,-993.0,-1005.0,-845.0,-912.0,0,1,0,0,0
46932,1,749.0,563.0,528.0,502.0,0,0,1,0,0
46933,1,634.0,-133.0,221.0,-118.0,1,0,0,0,0
46934,1,-64.0,514.0,-296.0,607.0,0,0,0,1,0
46940,1,-170.0,-231.0,-83.0,-136.0,0,0,0,0,1
46941,1,-309.0,-689.0,-303.0,-954.0,0,1,0,0,0
46942,1,-365.0,38.0,-287.0,552.0,0,0,1,0,0
46943,1,15.0,-48.0,75.0,198.0,1,0,0,0,0
46944,1,-78.0,-22.0,-95.0,940.0,0,0,0,1,0
46950,1,-685.0,396.0,-1097.0,-345.0,0,0,0,0,1
46951,1,-32.0,-6.0,213.0,-1047.0,0,1,0,0,0
46952,1,405.0,507.0,154.0,333.0,0,0,1,0,0
46953,1,114.0,-4.0,535.0,-190.0,1,0,0,0,0
46954,1,-274.0,295.0,56.0,-8.0,0,0,0,1,0
46960,1,-163.0,-132.0,898.0,108.0,0,0,0,0,1
46961,1,-407.0,168.0,19.0,-327.0,0,1,0,0,0
46962,1,200.0,276.0,147.0,-130.0,0,0,1,0,0
46963,1,452.0,195.0,1277.0,528.0,1,0,0,0,0
46964,1,32.0,26.0,-24.0,92.0,0,0,0,1,0
46970,0,111.0,10.0,708.0,887.0,0,0,0,0,1
46971,0,-220.0,-321.0,-497.0,253.0,0,1,0,0,0
46972,0,-434.0,237.0,-828.0,-293.0,0,0,1,0,0
46973,0,-643.0,-387.0,-2293.0,-369.0,1,0,0,0,0
46974,0,-686.0,-219.0,-843.0,180.0,0,0,0,1,0
46980,0,-30.0,-65.0,-74.0,81.0,0,0,0,0,1
46981,0,-82.0,-536.0,-972.0,-850.0,0,1,0,0,0
46982,0,-791.0,313.0,-1294.0,276.0,0,0,1,0,0
46983,0,-483.0,-592.0,-1090.0,-1627.0,1,0,0,0,0
46984,0,-722.0,114.0,-1229.0,335.0,0,0,0,1,0
46990,1,54.0,3.0,7.0,66.0,0,0,0,0,1
46991,1,116.0,792.0,3.0,134.0,0,1,0,0,0
46992,1,27.0,440.0,133.0,441.0,0,0,1,0,0
46993,1,128.0,-177.0,349.0,-64.0,1,0,0,0,0
46994,1,-138.0,121.0,-303.0,-430.0,0,0,0,1,0
47000,0,303.0,252.0,1163.0,83.0,0,0,0,0,1
47001,0,-393.0,100.0,-688.0,63.0,0,1,0,0,0
47002,0,-583.0,-354.0,-1287.0,-602.0,0,0,1,0,0
47003,0,310.0,26.0,203.0,-250.0,1,0,0,0,0
47004,0,58.0,462.0,-19.0,46.0,0,0,0,1,0
47010,1,-209.0,108.0,1266.0,975.0,0,0,0,0,1
47011,1,-186.0,-85.0,-146.0,-154.0,0,1,0,0,0
47012,1,741.0,130.0,874.0,980.0,0,0,1,0,0
47013,1,730.0,140.0,524.0,139.0,1,0,0,0,0
47014,1,171.0,-272.0,36.0,-679.0,0,0,0,1,0
47020,0,86.0,-398.0,70.0,-490.0,0,0,0,0,1
47021,0,-932.0,-396.0,-867.0,-156.0,0,1,0,0,0
47022,0,-423.0,-141.0,-1728.0,-290.0,0,0,1,0,0
47023,0,525.0,143.0,174.0,887.0,1,0,0,0,0
47024,0,222.0,-174.0,-149.0,7.0,0,0,0,1,0
47030,1,1013.0,368.0,941.0,622.0,0,0,0,0,1
47031,1,727.0,299.0,1050.0,392.0,0,1,0,0,0
47032,1,150.0,-33.0,-322.0,-570.0,0,0,1,0,0
47033,1,391.0,440.0,1660.0,145.0,1,0,0,0,0
47034,1,-200.0,399.0,302.0,961.0,0,0,0,1,0
47040,0,13.0,225.0,-94.0,386.0,0,0,0,0,1
47041,0,-36.0,412.0,145.0,-220.0,0,1,0,0,0
47042,0,-28.0,273.0,627.0,1302.0,0,0,1,0,0
47043,0,-50.0,-114.0,458.0,-455.0,1,0,0,0,0
47044,0,31.0,-71.0,412.0,119.0,0,0,0,1,0
47050,0,98.0,-649.0,-382.0,-1285.0,0,0,0,0,1
47051,0,221.0,47.0,48.0,-812.0,0,1,0,0,0
47052,0,52.0,-58.0,-288.0,-516.0,0,0,1,0,0
47053,0,738.0,-475.0,1880.0,-496.0,1,0,0,0,0
47054,0,329.0,765.0,784.0,273.0,0,0,0,1,0
47060,1,755.0,507.0,1162.0,945.0,0,0,0,0,1
47061,1,592.0,389.0,253.0,535.0,0,1,0,0,0
47062,1,67.0,-143.0,174.0,166.0,0,0,1,0,0
47063,1,-604.0,-517.0,-1958.0,-1499.0,1,0,0,0,0
47064,1,-368.0,446.0,-1136.0,522.0,0,0,0,1,0
47070,1,1073.0,351.0,2430.0,1127.0,0,0,0,0,1
47071,1,-785.0,-998.0,-1546.0,-1740.0,0,1,0,0,0
47072,1,-31.0,-154.0,-334.0,-97.0,0,0,1,0,0
47073,1,243.0,-555.0,559.0,91.0,1,0,0,0,0
47074,1,-266.0,180.0,-61.0,-5.0,0,0,0,1,0
47080,0,-174.0,-150.0,-129.0,-181.0,0,0,0,0,1
47081,0,247.0,-483.0,-542.0,-954.0,0,1,0,0,0
47082,0,70.0,177.0,-124.0,36.0,0,0,1,0,0
47083,0,158.0,94.0,90.0,275.0,1,0,0,0,0
47084,0,134.0,-161.0,-2.0,5.0,0,0,0,1,0
47090,1,145.0,826.0,610.0,1245.0,0,0,0,0,1
47091,1,334.0,478.0,905.0,734.0,0,1,0,0,0
47092,1,-29.0,184.0,-1.0,265.0,0,0,1,0,0
47093,1,851.0,-17.0,1775.0,1428.0,1,0,0,0,0
47094,1,-1164.0,-549.0,-1698.0,-1600.0,0,0,0,1,0
47100,1,-113.0,-232.0,940.0,922.0,0,0,0,0,1
47101,1,180.0,327.0,626.0,79.0,0,1,0,0,0
47102,1,1270.0,1244.0,1468.0,944.0,0,0,1,0,0
47103,1,673.0,-27.0,2114.0,-262.0,1,0,0,0,0
47104,1,470.0,-233.0,1228.0,212.0,0,0,0,1,0
47110,1,8.0,-88.0,412.0,-11.0,0,0,0,0,1
47111,1,-77.0,187.0,579.0,880.0,0,1,0,0,0
47112,1,-36.0,64.0,-425.0,717.0,0,0,1,0,0
47113,1,78.0,-246.0,389.0,-390.0,1,0,0,0,0
47114,1,-129.0,-179.0,265.0,-201.0,0,0,0,1,0
47120,1,367.0,-25.0,301.0,-300.0,0,0,0,0,1
47121,1,762.0,487.0,1485.0,242.0,0,1,0,0,0
47122,1,181.0,235.0,587.0,185.0,0,0,1,0,0
47123,1,445.0,271.0,2206.0,1034.0,1,0,0,0,0
47124,1,610.0,883.0,944.0,1009.0,0,0,0,1,0
47130,1,415.0,328.0,-93.0,-297.0,0,0,0,0,1
47131,1,161.0,389.0,427.0,642.0,0,1,0,0,0
47132,1,111.0,102.0,1063.0,62.0,0,0,1,0,0
47133,1,214.0,152.0,-120.0,329.0,1,0,0,0,0
47134,1,487.0,-218.0,379.0,-912.0,0,0,0,1,0
47140,1,-387.0,-820.0,-129.0,-520.0,0,0,0,0,1
47141,1,-1026.0,-1168.0,-1395.0,-1953.0,0,1,0,0,0
47142,1,164.0,331.0,18.0,754.0,0,0,1,0,0
47143,1,291.0,301.0,-87.0,567.0,1,0,0,0,0
47144,1,18.0,269.0,-148.0,-109.0,0,0,0,1,0
47150,1,489.0,631.0,348.0,63.0,0,0,0,0,1
47151,1,-151.0,-192.0,-31.0,643.0,0,1,0,0,0
47152,1,1028.0,314.0,1406.0,307.0,0,0,1,0,0
47153,1,159.0,717.0,87.0,664.0,1,0,0,0,0
47154,1,411.0,250.0,411.0,301.0,0,0,0,1,0
47160,1,1833.0,1174.0,3118.0,2391.0,0,0,0,0,1
47161,1,618.0,754.0,881.0,1030.0,0,1,0,0,0
47162,1,-655.0,-1048.0,-882.0,-1384.0,0,0,1,0,0
47163,1,1900.0,918.0,2700.0,1074.0,1,0,0,0,0
47164,1,1037.0,316.0,881.0,420.0,0,0,0,1,0
47170,1,1298.0,722.0,2163.0,300.0,0,0,0,0,1
47171,1,659.0,497.0,1338.0,722.0,0,1,0,0,0
47172,1,547.0,284.0,1218.0,707.0,0,0,1,0,0
47173,1,648.0,225.0,2413.0,788.0,1,0,0,0,0
47174,1,82.0,195.0,553.0,457.0,0,0,0,1,0
47180,1,826.0,853.0,267.0,292.0,0,0,0,0,1
47181,1,738.0,-122.0,228.0,-771.0,0,1,0,0,0
47182,1,285.0,203.0,752.0,215.0,0,0,1,0,0
47183,1,545.0,501.0,279.0,-20.0,1,0,0,0,0
47184,1,102.0,527.0,60.0,15.0,0,0,0,1,0
47190,0,-395.0,-625.0,-545.0,-905.0,0,0,0,0,1
47191,0,19.0,-226.0,-111.0,-10.0,0,1,0,0,0
47192,0,-147.0,-215.0,-1282.0,211.0,0,0,1,0,0
47193,0,-30.0,305.0,570.0,563.0,1,0,0,0,0
47194,0,-74.0,137.0,62.0,349.0,0,0,0,1,0
47200,0,75.0,135.0,-566.0,-624.0,0,0,0,0,1
47201,0,-775.0,-805.0,-1697.0,-1629.0,0,1,0,0,0
47202,0,-980.0,-225.0,-2031.0,-44.0,0,0,1,0,0
47203,0,-53.0,-11.0,120.0,117.0,1,0,0,0,0
47204,0,-85.0,-128.0,-368.0,-422.0,0,0,0,1,0
47210,1,660.0,574.0,505.0,542.0,0,0,0,0,1
47211,1,-272.0,-624.0,-338.0,-911.0,0,1,0,0,0
47212,1,468.0,853.0,609.0,627.0,0,0,1,0,0
47213,1,-434.0,-303.0,-585.0,-148.0,1,0,0,0,0
47214,1,-163.0,-130.0,-374.0,-462.0,0,0,0,1,0
47220,1,210.0,289.0,1298.0,295.0,0,0,0,0,1
47221,1,622.0,-320.0,-124.0,-320.0,0,1,0,0,0
47222,1,-112.0,351.0,1626.0,1103.0,0,0,1,0,0
47223,1,-986.0,-340.0,-236.0,693.0,1,0,0,0,0
47224,1,37.0,-296.0,414.0,-16.0,0,0,0,1,0
47230,1,194.0,-15.0,-1106.0,-720.0,0,0,0,0,1
47231,1,-821.0,-475.0,-1456.0,-427.0,0,1,0,0,0
47232,1,778.0,916.0,322.0,916.0,0,0,1,0,0
47233,1,762.0,534.0,1161.0,-26.0,1,0,0,0,0
47234,1,167.0,640.0,425.0,23.0,0,0,0,1,0
47240,0,268.0,127.0,183.0,-155.0,0,0,0,0,1
47241,0,232.0,244.0,-19.0,126.0,0,1,0,0,0
47242,0,-417.0,-499.0,-1472.0,-575.0,0,0,1,0,0
47243,0,-187.0,-249.0,-181.0,195.0,1,0,0,0,0
47244,0,273.0,104.0,234.0,-387.0,0,0,0,1,0
47250,0,1478.0,647.0,2549.0,952.0,0,0,0,0,1
47251,0,230.0,229.0,71.0,-60.0,0,1,0,0,0
47252,0,30.0,-182.0,322.0,-20.0,0,0,1,0,0
47253,0,247.0,-160.0,-235.0,-396.0,1,0,0,0,0
47254,0,63.0,657.0,67.0,269.0,0,0,0,1,0
47260,0,268.0,96.0,-424.0,-237.0,0,0,0,0,1
47261,0,-266.0,-528.0,-1401.0,-950.0,0,1,0,0,0
47262,0,166.0,560.0,676.0,492.0,0,0,1,0,0
47263,0,-268.0,-251.0,-413.0,27.0,1,0,0,0,0
47264,0,-201.0,-227.0,-430.0,-203.0,0,0,0,1,0
47270,0,444.0,467.0,2092.0,1608.0,0,0,0,0,1
47271,0,138.0,504.0,-20.0,307.0,0,1,0,0,0
47272,0,140.0,136.0,-253.0,-179.0,0,0,1,0,0
47273,0,-274.0,-238.0,-560.0,-676.0,1,0,0,0,0
47274,0,66.0,241.0,-18.0,443.0,0,0,0,1,0
47280,0,-154.0,121.0,748.0,448.0,0,0,0,0,1
47281,0,611.0,397.0,1515.0,663.0,0,1,0,0,0
47282,0,124.0,-34.0,-49.0,-39.0,0,0,1,0,0
47283,0,66.0,122.0,-147.0,-430.0,1,0,0,0,0
47284,0,163.0,297.0,174.0,231.0,0,0,0,1,0
47290,1,-274.0,-160.0,-295.0,59.0,0,0,0,0,1
47291,1,830.0,198.0,1734.0,1170.0,0,1,0,0,0
47292,1,736.0,296.0,2355.0,1248.0,0,0,1,0,0
47293,1,-127.0,-335.0,-308.0,199.0,1,0,0,0,0
47294,1,-47.0,768.0,-166.0,98.0,0,0,0,1,0
47300,0,1994.0,608.0,2836.0,419.0,0,0,0,0,1
47301,0,101.0,719.0,199.0,452.0,0,1,0,0,0
47302,0,-334.0,-295.0,-897.0,-1177.0,0,0,1,0,0
47303,0,476.0,92.0,273.0,-614.0,1,0,0,0,0
47304,0,238.0,516.0,472.0,460.0,0,0,0,1,0
47310,1,532.0,62.0,1566.0,-462.0,0,0,0,0,1
47311,1,79.0,52.0,155.0,26.0,0,1,0,0,0
47312,1,287.0,-466.0,22.0,-555.0,0,0,1,0,0
